pca_group,metric_type,threshold,window,comparison,radius,dtw_score
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.8,15day,Confirmed Cases,50,55.6756410256412
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.4,15day,Confirmed Cases,30,55.701282051282035
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.6,30day,Confirmed Cases,50,55.769743589743726
MSVSymptoms-0.5,Network Density,0.5,15day,Confirmed Cases,7,55.78205128205124
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.4,30day,Confirmed Cases,20,55.841025641025574
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.4,15day,Active Cases,20,55.867334840965505
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.5,15day,Active Cases,30,55.89023010325242
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.5,30day,Confirmed Cases,20,55.94820512820521
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.5,15day,Confirmed Cases,7,56.02428571428573
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.6,30day,Confirmed Cases,7,56.066410256410315
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.8,30day,Confirmed Cases,50,56.12435897435897
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.8,30day,Confirmed Cases,30,56.12435897435897
MSVSymptoms-0.5,Clustering Coefficient,0.5,15day,Confirmed Cases,15,56.16000000000003
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.6,15day,Confirmed Cases,50,56.203076923076985
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.6,15day,Confirmed Cases,15,56.25384615384625
RSVSymptoms&NewNormalProtocols2-0.6,Clustering Coefficient,0.4,30day,Active Cases,50,56.371825508387275
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.4,30day,Confirmed Cases,15,56.39435897435892
MSVFaceWearing&Others-0.5,Network Density,0.4,30day,Confirmed Cases,50,56.50501831501825
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.5,30day,Active Cases,20,56.5629369318714
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.8,30day,Confirmed Cases,20,56.64282051282051
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.6,15day,Confirmed Cases,30,56.658461538461616
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.4,30day,Confirmed Cases,7,56.74025641025644
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.4,15day,Confirmed Cases,20,56.79732441471575
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.5,30day,Confirmed Cases,30,56.89410256410272
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.4,30day,Confirmed Cases,20,56.89666666666667
MSVSymptoms-0.5,Clustering Coefficient,0.4,15day,Confirmed Cases,7,56.90564102564102
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.4,30day,Confirmed Cases,20,56.91885369532432
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.6,30day,Active Cases,50,57.08755037016206
MSVSymptoms-0.5,Network Density,0.4,30day,Active Cases,50,57.117945834504816
RSVFaceWearing&Others-0.5,Network Density,0.4,15day,Confirmed Cases,50,57.15685897435898
RSVFaceWearing&Others-0.5,Network Density,0.4,30day,Active Cases,15,57.17724440071232
MSVSymptoms-0.5,Network Density,0.6,30day,Confirmed Cases,15,57.19282051282054
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.4,30day,Active Cases,50,57.19362538380548
MSVSymptoms-0.5,Clustering Coefficient,0.4,15day,Active Cases,50,57.24925519798118
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.4,30day,Active Cases,50,57.26302595820465
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.5,15day,Confirmed Cases,20,57.35871794871789
MSVSymptoms-0.5,Clustering Coefficient,0.6,15day,Confirmed Cases,50,57.36589743589758
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.5,30day,Active Cases,50,57.39696373348321
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.6,30day,Confirmed Cases,30,57.40846153846154
RSVFaceWearing&Others-0.5,Clustering Coefficient,0.4,15day,Active Cases,15,57.45553208120232
MSVSymptoms-0.5,Network Density,0.8,15day,Confirmed Cases,20,57.57139194139197
MSVSymptoms-0.5,Network Density,0.5,15day,Active Cases,50,57.67859168769682
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.8,30day,Confirmed Cases,15,57.69974358974357
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.6,30day,Confirmed Cases,7,57.73717948717954
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.6,30day,Active Cases,30,57.75250679411488
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.8,15day,Confirmed Cases,30,57.83230769230775
MSVSymptoms-0.5,Network Density,0.5,30day,Confirmed Cases,7,57.88358974358972
MSVFaceWearing&Others-0.5,Network Density,0.6,30day,Active Cases,50,57.9086074407272
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.4,30day,Active Cases,50,57.917402305313416
MSVSymptoms-0.5,Clustering Coefficient,0.5,30day,Confirmed Cases,7,57.95512820512821
RSVFaceWearing&Others-0.5,Network Density,0.6,15day,Active Cases,30,57.957895050286226
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.5,30day,Confirmed Cases,15,58.03051282051289
RSVFaceWearing&Others-0.5,Network Density,0.4,15day,Active Cases,30,58.05180114791063
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.4,15day,Active Cases,30,58.07142059539505
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.5,15day,Confirmed Cases,7,58.07179487179487
RSVSymptoms&NewNormalProtocols2-0.6,Clustering Coefficient,0.4,30day,Confirmed Cases,7,58.15230769230768
RSVFaceWearing&Others-0.5,Clustering Coefficient,0.4,30day,Confirmed Cases,50,58.21615384615383
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.6,15day,Confirmed Cases,7,58.229487179487215
MSVSymptoms-0.5,Network Density,0.8,30day,Confirmed Cases,7,58.26384615384616
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.4,30day,Confirmed Cases,15,58.289230769230784
RSVFaceWearing&Others-0.5,Network Density,0.5,15day,Active Cases,20,58.341256773465226
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.4,15day,Confirmed Cases,20,58.38256410256409
MSVFaceWearing&Others-0.5,Network Density,0.4,30day,Confirmed Cases,30,58.51912087912082
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.5,15day,Active Cases,50,58.544051633651215
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.5,15day,Confirmed Cases,50,58.546666666666695
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.4,30day,Active Cases,20,58.56564934098454
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.5,15day,Confirmed Cases,50,58.58256410256414
RSVFaceWearing&Others-0.5,Clustering Coefficient,0.5,30day,Confirmed Cases,30,58.62256410256412
RSVFaceWearing&Others-0.5,Clustering Coefficient,0.5,30day,Confirmed Cases,50,58.62256410256412
MSVFaceWearing&Others-0.5,Network Density,0.5,30day,Confirmed Cases,7,58.63461538461535
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.4,30day,Confirmed Cases,15,58.66205128205126
RSVFaceWearing&Others-0.5,Network Density,0.5,30day,Active Cases,50,58.73599006653553
RSVFaceWearing&Others-0.5,Network Density,0.5,30day,Active Cases,30,58.73599006653553
MSVFaceWearing&Others-0.5,Network Density,0.6,30day,Confirmed Cases,20,58.743076923076906
RSVFaceWearing&Others-0.5,Clustering Coefficient,0.5,30day,Confirmed Cases,20,58.80717948717951
MSVSymptoms-0.5,Clustering Coefficient,0.6,15day,Confirmed Cases,30,58.81717948717956
MSVSymptoms-0.5,Network Density,0.8,15day,Confirmed Cases,15,58.82150183150185
RSVSymptoms&NewNormalProtocols2-0.6,Clustering Coefficient,0.4,15day,Active Cases,20,58.85897678515244
RSVFaceWearing&Others-0.5,Network Density,0.5,30day,Active Cases,20,58.878455627401415
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.6,30day,Confirmed Cases,30,58.92923076923084
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.5,30day,Confirmed Cases,30,59.041794871794856
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.5,30day,Confirmed Cases,50,59.041794871794856
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.5,30day,Confirmed Cases,15,59.041794871794856
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.5,30day,Confirmed Cases,20,59.041794871794856
MSVSymptoms-0.5,Network Density,0.4,30day,Active Cases,30,59.052286571080515
MSVSymptoms-0.5,Clustering Coefficient,0.4,30day,Confirmed Cases,7,59.10051282051278
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.6,15day,Active Cases,50,59.10455423543343
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.5,30day,Confirmed Cases,7,59.10589743589741
MSVFaceWearing&Others-0.5,Network Density,0.6,30day,Confirmed Cases,15,59.140512820512804
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.4,15day,Confirmed Cases,15,59.19560758082497
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.4,15day,Active Cases,30,59.21380023970643
RSVFaceWearing&Others-0.5,Clustering Coefficient,0.4,30day,Confirmed Cases,30,59.30230769230765
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.8,15day,Confirmed Cases,30,59.30743589743595
RSVFaceWearing&Others-0.5,Clustering Coefficient,0.5,30day,Confirmed Cases,15,59.32615384615386
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.4,15day,Active Cases,15,59.33633629842962
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.8,30day,Confirmed Cases,50,59.36786324786338
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.4,15day,Active Cases,50,59.38316993099128
MSVFaceWearing&Others-0.5,Network Density,0.8,15day,Confirmed Cases,50,59.38999999999998
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.5,30day,Active Cases,20,59.4445975072627
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.6,30day,Confirmed Cases,50,59.456923076923225
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.6,30day,Active Cases,20,59.462726080029974
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.5,30day,Active Cases,15,59.495675194452204
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.5,15day,Confirmed Cases,15,59.532564102564045
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.4,30day,Confirmed Cases,15,59.56742081447968
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.4,15day,Active Cases,50,59.57856372302935
RSVFaceWearing&Others-0.5,Network Density,0.4,30day,Confirmed Cases,30,59.61538461538467
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.4,30day,Confirmed Cases,7,59.62219780219783
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.5,30day,Confirmed Cases,20,59.64179487179495
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.6,15day,Confirmed Cases,20,59.72205128205126
MSVSymptoms-0.5,Clustering Coefficient,0.6,15day,Confirmed Cases,20,59.734615384615424
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.6,15day,Confirmed Cases,30,59.79846153846152
RSVFaceWearing&Others-0.5,Network Density,0.5,30day,Active Cases,15,59.81126417392938
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.6,15day,Active Cases,50,59.85013081922215
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.5,30day,Active Cases,30,59.86334457876489
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.4,30day,Confirmed Cases,7,59.871538461538414
MSVSymptoms-0.5,Clustering Coefficient,0.5,15day,Confirmed Cases,7,59.92897435897433
RSVSymptoms&NewNormalProtocols2-0.6,Clustering Coefficient,0.4,30day,Active Cases,30,59.944888014244256
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.5,15day,Confirmed Cases,30,59.991282051282084
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.8,30day,Confirmed Cases,7,60.03871794871793
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.4,15day,Confirmed Cases,15,60.11974358974359
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.4,30day,Confirmed Cases,50,60.179969834087494
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.8,15day,Confirmed Cases,20,60.23615384615389
RSVFaceWearing&Others-0.5,Clustering Coefficient,0.5,15day,Active Cases,50,60.24133244427137
MSVFaceWearing&Others-0.5,Network Density,0.8,15day,Confirmed Cases,30,60.28076923076921
MSVSymptoms-0.5,Clustering Coefficient,0.6,15day,Confirmed Cases,15,60.31846153846156
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.5,15day,Confirmed Cases,7,60.3348717948718
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.4,15day,Confirmed Cases,50,60.34769230769224
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.8,30day,Confirmed Cases,50,60.354358974359144
RSVFaceWearing&Others-0.5,Network Density,0.5,15day,Confirmed Cases,30,60.36251748251747
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.5,15day,Active Cases,30,60.377671572459114
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.6,30day,Confirmed Cases,20,60.4176923076923
RSVFaceWearing&Others-0.5,Network Density,0.5,15day,Active Cases,15,60.47558710133241
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.6,15day,Confirmed Cases,7,60.515897435897415
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.6,15day,Confirmed Cases,15,60.515897435897415
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.6,15day,Confirmed Cases,20,60.515897435897415
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.6,15day,Confirmed Cases,30,60.515897435897415
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.6,15day,Confirmed Cases,50,60.515897435897415
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.6,30day,Confirmed Cases,15,60.52435897435894
MSVFaceWearing&Others-0.5,Network Density,0.8,15day,Confirmed Cases,20,60.62384615384613
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.6,30day,Confirmed Cases,20,60.674102564102625
MSVFaceWearing&Others-0.5,Network Density,0.8,15day,Confirmed Cases,7,60.68999999999998
MSVFaceWearing&Others-0.5,Network Density,0.8,15day,Confirmed Cases,15,60.68999999999998
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.6,30day,Confirmed Cases,30,60.7179487179488
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.6,30day,Confirmed Cases,7,60.88435897435894
RSVFaceWearing&Others-0.5,Clustering Coefficient,0.5,30day,Confirmed Cases,7,60.88871794871795
RSVFaceWearing&Others-0.5,Network Density,0.6,15day,Active Cases,20,60.90059628827295
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.5,15day,Active Cases,50,60.931265307337874
MSVSymptoms-0.5,Clustering Coefficient,0.5,30day,Active Cases,50,60.95649892231274
MSVSymptoms-0.5,Network Density,0.8,15day,Confirmed Cases,7,61.021575091575095
RSVFaceWearing&Others-0.5,Network Density,0.6,30day,Active Cases,7,61.04474744634991
MSVSymptoms-0.5,Clustering Coefficient,0.4,30day,Active Cases,50,61.068067660013064
MSVSymptoms-0.5,Network Density,0.6,30day,Confirmed Cases,7,61.10974358974361
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.4,30day,Active Cases,7,61.118882953800004
MSVSymptoms-0.5,Clustering Coefficient,0.8,15day,Confirmed Cases,50,61.12743589743588
MSVSymptoms-0.5,Clustering Coefficient,0.8,15day,Confirmed Cases,15,61.18666666666665
MSVSymptoms-0.5,Clustering Coefficient,0.8,15day,Confirmed Cases,30,61.18666666666665
MSVSymptoms-0.5,Clustering Coefficient,0.8,15day,Confirmed Cases,20,61.18666666666665
MSVSymptoms-0.5,Clustering Coefficient,0.8,15day,Confirmed Cases,7,61.19153846153844
MSVFaceWearing&Others-0.5,Network Density,0.6,30day,Confirmed Cases,7,61.21333333333332
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.4,30day,Active Cases,15,61.285024833661275
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.6,30day,Active Cases,15,61.320893074688406
MSVSymptoms-0.5,Network Density,0.5,30day,Active Cases,30,61.32366226220597
RSVSymptoms&NewNormalProtocols2-0.6,Clustering Coefficient,0.4,15day,Active Cases,15,61.32894002207429
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.5,30day,Confirmed Cases,15,61.347179487179545
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.5,30day,Confirmed Cases,7,61.355641025641056
MSVSymptoms-0.5,Network Density,0.5,15day,Active Cases,30,61.446872278178546
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.4,30day,Confirmed Cases,30,61.47511312217193
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.6,30day,Confirmed Cases,15,61.536923076923124
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.6,30day,Confirmed Cases,20,61.63897435897441
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.5,15day,Confirmed Cases,20,61.64717948717952
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.6,15day,Confirmed Cases,15,61.684871794871775
RSVSymptoms&NewNormalProtocols2-0.6,Clustering Coefficient,0.5,30day,Active Cases,30,61.69932527410736
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.8,15day,Confirmed Cases,20,61.71128205128208
MSVSymptoms-0.5,Clustering Coefficient,0.6,15day,Confirmed Cases,7,61.90846153846155
RSVFaceWearing&Others-0.5,Network Density,0.8,15day,Confirmed Cases,50,62.076153846153844
RSVSymptoms&NewNormalProtocols2-0.6,Clustering Coefficient,0.5,15day,Active Cases,50,62.14436429416873
MSVSymptoms-0.5,Clustering Coefficient,0.6,30day,Confirmed Cases,15,62.15340659340657
MSVSymptoms-0.5,Clustering Coefficient,0.6,30day,Confirmed Cases,7,62.15340659340657
MSVSymptoms-0.5,Clustering Coefficient,0.6,30day,Confirmed Cases,50,62.15340659340657
MSVSymptoms-0.5,Clustering Coefficient,0.6,30day,Confirmed Cases,30,62.15340659340657
MSVSymptoms-0.5,Clustering Coefficient,0.6,30day,Confirmed Cases,20,62.15340659340657
MSVSymptoms-0.5,Clustering Coefficient,0.8,30day,Confirmed Cases,30,62.15974358974357
MSVSymptoms-0.5,Clustering Coefficient,0.8,30day,Confirmed Cases,20,62.15974358974357
MSVSymptoms-0.5,Clustering Coefficient,0.8,30day,Confirmed Cases,15,62.15974358974357
MSVSymptoms-0.5,Clustering Coefficient,0.8,30day,Confirmed Cases,50,62.15974358974357
MSVSymptoms-0.5,Clustering Coefficient,0.8,30day,Confirmed Cases,7,62.15974358974357
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.8,15day,Confirmed Cases,15,62.16846153846157
RSVFaceWearing&Others-0.5,Clustering Coefficient,0.4,15day,Active Cases,7,62.18712017330324
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.5,15day,Active Cases,50,62.18855522924725
RSVFaceWearing&Others-0.5,Network Density,0.5,30day,Active Cases,7,62.1958345047325
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.4,15day,Active Cases,20,62.24241562508537
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.6,30day,Active Cases,50,62.27213944335114
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.6,30day,Confirmed Cases,15,62.30846153846155
MSVFaceWearing&Others-0.5,Network Density,0.5,30day,Active Cases,50,62.37419173460782
MSVFaceWearing&Others-0.5,Network Density,0.4,30day,Active Cases,30,62.396214038047084
MSVFaceWearing&Others-0.5,Network Density,0.4,30day,Confirmed Cases,20,62.476886446886425
RSVFaceWearing&Others-0.5,Clustering Coefficient,0.4,30day,Confirmed Cases,20,62.49794871794868
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.6,15day,Confirmed Cases,20,62.518717948718006
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.5,15day,Active Cases,20,62.5660656636716
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.5,15day,Confirmed Cases,50,62.59846153846153
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.5,15day,Active Cases,20,62.630033276012234
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.5,30day,Active Cases,15,62.66311029894108
RSVFaceWearing&Others-0.5,Network Density,0.4,30day,Active Cases,7,62.74454128010498
RSVFaceWearing&Others-0.5,Network Density,0.4,15day,Active Cases,20,62.77243757956089
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.4,30day,Confirmed Cases,7,62.801025641025696
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.8,30day,Confirmed Cases,30,62.897435897435976
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.6,30day,Confirmed Cases,7,62.91743589743591
RSVFaceWearing&Others-0.5,Network Density,0.6,15day,Active Cases,15,63.035557689587705
RSVSymptoms&NewNormalProtocols2-0.6,Clustering Coefficient,0.4,30day,Active Cases,20,63.06597788398464
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.6,30day,Confirmed Cases,7,63.091794871794875
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.4,15day,Active Cases,30,63.12718955416096
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.5,15day,Confirmed Cases,15,63.13435897435896
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.4,15day,Active Cases,20,63.16040515305767
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.4,30day,Active Cases,30,63.21643459182939
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.5,30day,Active Cases,20,63.23325367819327
MSVSymptoms-0.5,Network Density,0.8,30day,Active Cases,50,63.29313091556549
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.8,30day,Confirmed Cases,30,63.318241758241726
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.8,30day,Confirmed Cases,50,63.318241758241726
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.8,30day,Confirmed Cases,7,63.34901098901095
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.8,30day,Confirmed Cases,15,63.34901098901095
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.8,30day,Confirmed Cases,20,63.34901098901095
MSVSymptoms-0.5,Network Density,0.4,30day,Active Cases,20,63.353940586636675
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.6,30day,Active Cases,30,63.478024552525554
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.4,30day,Active Cases,30,63.501115171961374
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.6,15day,Active Cases,50,63.55396946890353
RSVFaceWearing&Others-0.5,Clustering Coefficient,0.4,30day,Confirmed Cases,15,63.61384615384615
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.6,15day,Active Cases,30,63.61473803515195
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.8,15day,Confirmed Cases,15,63.67461538461542
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.4,30day,Confirmed Cases,50,63.810769230769274
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.5,15day,Active Cases,30,63.91042276168573
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.5,15day,Confirmed Cases,30,63.9118803418803
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.6,15day,Confirmed Cases,15,63.98794871794879
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.4,30day,Confirmed Cases,7,64.02307692307686
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.5,30day,Confirmed Cases,7,64.04743589743592
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.4,30day,Confirmed Cases,20,64.1560784313725
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.8,15day,Confirmed Cases,50,64.2733333333333
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.4,15day,Active Cases,7,64.30758124075741
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.5,15day,Active Cases,15,64.36197378118227
RSVFaceWearing&Others-0.5,Clustering Coefficient,0.6,15day,Active Cases,50,64.36998905688186
RSVFaceWearing&Others-0.5,Network Density,0.4,30day,Confirmed Cases,20,64.40243589743594
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.4,15day,Active Cases,15,64.43061244239973
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.4,30day,Active Cases,30,64.48341298847346
RSVFaceWearing&Others-0.5,Network Density,0.8,15day,Confirmed Cases,30,64.49307692307691
MSVSymptoms-0.5,Clustering Coefficient,0.4,15day,Active Cases,30,64.55242200236735
MSVSymptoms-0.5,Network Density,0.5,15day,Active Cases,20,64.5786296536168
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.6,30day,Active Cases,50,64.58737231749595
RSVSymptoms&NewNormalProtocols2-0.6,Clustering Coefficient,0.4,15day,Active Cases,7,64.59457373361717
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.5,15day,Confirmed Cases,7,64.625641025641
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.5,15day,Active Cases,15,64.65757966019265
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.8,15day,Confirmed Cases,50,64.7610256410256
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.8,30day,Confirmed Cases,20,64.78615384615388
RSVSymptoms&NewNormalProtocols2-0.6,Clustering Coefficient,0.5,30day,Active Cases,20,64.8647268297254
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.5,15day,Active Cases,30,65.0574569533466
MSVFaceWearing&Others-0.5,Network Density,0.4,30day,Confirmed Cases,15,65.32780219780219
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.8,15day,Confirmed Cases,30,65.36461538461535
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.4,30day,Active Cases,50,65.4024224533783
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.8,30day,Confirmed Cases,30,65.40974358974368
RSVFaceWearing&Others-0.5,Clustering Coefficient,0.4,30day,Confirmed Cases,7,65.44051282051281
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.4,15day,Confirmed Cases,7,65.47620958751394
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.6,15day,Active Cases,30,65.54668863307232
RSVFaceWearing&Others-0.5,Network Density,0.5,15day,Active Cases,7,65.58297583783873
RSVFaceWearing&Others-0.5,Network Density,0.8,15day,Confirmed Cases,20,65.5946153846154
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.8,30day,Confirmed Cases,15,65.6180341880342
RSVFaceWearing&Others-0.5,Network Density,0.8,15day,Confirmed Cases,15,65.66948717948715
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.8,15day,Confirmed Cases,20,65.67948717948715
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.8,15day,Confirmed Cases,15,65.72205128205125
