source,tag,comparison,radius,metric_type,threshold,window,pca_group,dtw_score
RSV,rashes,Active Cases,50,,,,,71.9872825332229
MSV,,Active Cases,30,Network Density,0.6,30,,72.04497483559055
,,Active Cases,7,Clustering Coefficient,0.4,30day,RSVSymptoms&NewNormalProtocols2-0.6,72.10276450192106
,,Active Cases,7,Network Density,0.4,30day,MSVSymptoms-0.5,72.13773779402105
RSV,face shield,Active Cases,7,,,,,72.21396451411235
,,Active Cases,30,Clustering Coefficient,0.6,30day,MSVSymptoms&NewNormalProtocols-0.6,72.2721394433511
,,Active Cases,20,Network Density,0.6,30day,MSVFaceWearing&Others-0.5,72.3319979383375
,,Active Cases,20,Clustering Coefficient,0.4,30day,MSVFaceWearing&Others-0.5,72.35762815106358
,,Active Cases,15,Network Density,0.5,30day,MSVSymptoms-0.5,72.4198809858494
,,Active Cases,30,Clustering Coefficient,0.4,30day,MSVSymptoms&NewNormalProtocols-0.6,72.57625808265387
,,Active Cases,20,Clustering Coefficient,0.5,15day,RSVFaceWearing&Others-0.5,72.5784028152208
RSV,Frontliners,Active Cases,20,,,,,72.64842582769171
,,Active Cases,15,Clustering Coefficient,0.4,30day,RSVSymptoms&NewNormalProtocols1-0.6,72.67983319276543
,,Active Cases,7,Clustering Coefficient,0.4,15day,MSVFaceWearing&Others-0.5,72.75657317200972
RSV,social distancing,Active Cases,50,,,,,72.7628981647439
RSV,,Active Cases,20,Clustering Coefficient,0.4,30,,72.85883716694309
,,Active Cases,7,Network Density,0.5,15day,MSVSymptoms-0.5,72.93488398061506
,,Active Cases,20,Clustering Coefficient,0.5,15day,RSVSymptoms&NewNormalProtocols2-0.6,72.95282846104023
,,Active Cases,50,Clustering Coefficient,0.5,15day,RSVSymptoms&NewNormalProtocols-0.5,73.08654889787165
RSV,ubo,Active Cases,15,,,,,73.14751721724176
RSV,,Active Cases,30,Clustering Coefficient,0.5,30,,73.16212319995002
RSV,sipon,Active Cases,15,,,,,73.2363646654893
,,Active Cases,7,Network Density,0.4,30day,MSVSymptoms&NewNormalProtocols-0.6,73.35588207731782
,,Active Cases,50,Network Density,0.4,15day,MSVFaceWearing&Others-0.5,73.38826480856997
,,Active Cases,50,Network Density,0.6,30day,RSVSymptoms&NewNormalProtocols-0.5,73.42251897666571
,,Active Cases,20,Clustering Coefficient,0.4,30day,RSVFaceWearing&Others-0.5,73.43864211414102
MSV,,Active Cases,30,Network Density,0.8,30,,73.49068034860817
,,Active Cases,15,Network Density,0.5,30day,MSVFaceWearing&Others-0.5,73.60387967388249
,,Active Cases,15,Clustering Coefficient,0.4,15day,MSVSymptoms-0.5,73.61890479487239
,,Active Cases,15,Network Density,0.8,30day,MSVSymptoms&NewNormalProtocols-0.6,73.65139162215345
,,Active Cases,15,Clustering Coefficient,0.5,30day,MSVSymptoms&NewNormalProtocols-0.6,73.75255365007953
,,Active Cases,7,Network Density,0.6,30day,MSVSymptoms&NewNormalProtocols-0.6,73.87562084153306
,,Active Cases,50,Clustering Coefficient,0.5,30day,RSVFaceWearing&Others-0.5,73.92102427138964
,,Active Cases,30,Clustering Coefficient,0.6,15day,RSVSymptoms&NewNormalProtocols2-0.6,73.93676441029986
,,Active Cases,30,Network Density,0.6,15day,RSVSymptoms&NewNormalProtocols2-0.6,74.16821508065902
,,Active Cases,7,Network Density,0.6,15day,MSVSymptoms&NewNormalProtocols-0.6,74.3508010403068
,,Active Cases,50,Network Density,0.6,30day,MSVSymptoms-0.5,74.43784556273985
,,Active Cases,30,Clustering Coefficient,0.4,30day,RSVSymptoms&NewNormalProtocols-0.5,74.46304938618677
RSV,,Active Cases,15,Clustering Coefficient,0.4,30,,74.51604948781807
,,Active Cases,50,Clustering Coefficient,0.5,15day,RSVSymptoms&NewNormalProtocols1-0.6,74.57876365098146
RSV,work from home,Active Cases,7,,,,,74.66596024065136
RSV,,Active Cases,30,Clustering Coefficient,0.5,15,,74.69226648395836
RSV,,Active Cases,30,Network Density,0.8,15,,74.72151997677392
,,Active Cases,50,Clustering Coefficient,0.5,30day,RSVSymptoms&NewNormalProtocols1-0.6,74.80004685596467
,,Active Cases,7,Clustering Coefficient,0.5,30day,RSVSymptoms&NewNormalProtocols2-0.6,74.82283759722604
MSV,,Active Cases,20,Network Density,0.6,30,,74.84378910405871
RSV,ecq,Active Cases,50,,,,,75.17200290625202
,,Active Cases,15,Clustering Coefficient,0.5,15day,RSVSymptoms&NewNormalProtocols2-0.6,75.20224445585909
MSV,fever,Active Cases,50,,,,,75.24127741856107
,,Active Cases,15,Network Density,0.6,30day,MSVFaceWearing&Others-0.5,75.26126885952574
MSV,,Active Cases,30,Clustering Coefficient,0.4,30,,75.28901469005477
,,Active Cases,30,Network Density,0.8,15day,MSVSymptoms&NewNormalProtocols-0.6,75.36477432610495
,,Active Cases,15,Clustering Coefficient,0.4,30day,RSVFaceWearing&Others-0.5,75.4685127916783
,,Active Cases,15,Clustering Coefficient,0.4,30day,MSVFaceWearing&Others-0.5,75.52265485896348
,,Active Cases,20,Network Density,0.6,30day,RSVSymptoms&NewNormalProtocols1-0.6,75.58379720738435
,,Active Cases,20,Network Density,0.4,15day,MSVSymptoms&NewNormalProtocols-0.6,75.60926077149468
MSV,,Active Cases,20,Network Density,0.8,30,,75.6321431918281
MSV,face shield,Active Cases,50,,,,,75.66670800831604
RSV,,Active Cases,30,Clustering Coefficient,0.6,30,,75.74333239621403
,,Active Cases,20,Clustering Coefficient,0.4,30day,MSVSymptoms-0.5,75.8641317589728
,,Active Cases,7,Network Density,0.5,15day,RSVSymptoms&NewNormalProtocols-0.5,76.06066656244654
RSV,lagnat,Active Cases,20,,,,,76.15764285061547
,,Active Cases,30,Clustering Coefficient,0.5,30day,RSVFaceWearing&Others-0.5,76.24458813606964
,,Active Cases,15,Clustering Coefficient,0.5,15day,RSVFaceWearing&Others-0.5,76.25428233244742
,,Active Cases,20,Clustering Coefficient,0.5,30day,MSVSymptoms-0.5,76.27584106456744
MSV,,Active Cases,15,Network Density,0.6,30,,76.2772453653938
RSV,ubo,Active Cases,7,,,,,76.47665935640535
RSV,Frontliners,Active Cases,15,,,,,76.58702491713939
,,Active Cases,7,Clustering Coefficient,0.4,15day,RSVSymptoms&NewNormalProtocols-0.5,76.67396580089469
,,Active Cases,7,Network Density,0.5,15day,MSVSymptoms&NewNormalProtocols-0.6,76.67446736047518
,,Active Cases,20,Clustering Coefficient,0.4,30day,MSVSymptoms&NewNormalProtocols-0.6,76.77058984965925
MSV,,Active Cases,15,Network Density,0.8,30,,76.78190891200433
,,Active Cases,20,Network Density,0.6,15day,RSVSymptoms&NewNormalProtocols2-0.6,76.93350380775857
RSV,,Active Cases,50,Network Density,0.8,30,,77.01290881829244
,,Active Cases,20,Clustering Coefficient,0.6,15day,RSVFaceWearing&Others-0.5,77.18448087187623
RSV,headache,Active Cases,30,,,,,77.22673079308208
,,Active Cases,50,Network Density,0.4,15day,RSVSymptoms&NewNormalProtocols-0.5,77.25280417401807
,,Active Cases,20,Clustering Coefficient,0.6,30day,MSVSymptoms&NewNormalProtocols-0.6,77.26206541092677
,,Active Cases,30,Network Density,0.6,30day,RSVSymptoms&NewNormalProtocols-0.5,77.3719801330709
MSV,Quarantine,Active Cases,30,,,,,77.37734929761712
,,Active Cases,20,Network Density,0.8,30day,MSVSymptoms-0.5,77.43665073563857
,,Active Cases,7,Network Density,0.4,30day,MSVFaceWearing&Others-0.5,77.43736696252861
,,Active Cases,50,Clustering Coefficient,0.4,15day,RSVSymptoms&NewNormalProtocols1-0.6,77.49172119614977
RSV,,Active Cases,7,Clustering Coefficient,0.4,30,,77.55230544545498
,,Active Cases,30,Network Density,0.5,15day,MSVFaceWearing&Others-0.5,77.55584978257326
RSV,,Active Cases,20,Clustering Coefficient,0.5,30,,77.61744916127823
RSV,sipon,Active Cases,7,,,,,77.70431243360039
MSV,headache,Active Cases,50,,,,,77.7751613807726
,,Active Cases,15,Network Density,0.4,15day,MSVSymptoms&NewNormalProtocols-0.6,77.8549750405634
,,Active Cases,7,Network Density,0.6,15day,RSVSymptoms&NewNormalProtocols1-0.6,77.88450822967152
RSV,rashes,Active Cases,30,,,,,77.9060024824502
MSV,,Active Cases,50,Network Density,0.8,15,,77.98508506255784
,,Active Cases,7,Clustering Coefficient,0.5,30day,MSVSymptoms&NewNormalProtocols-0.6,78.04301377565353
,,Active Cases,15,Network Density,0.6,30day,RSVSymptoms&NewNormalProtocols1-0.6,78.13293505763274
,,Active Cases,7,Network Density,0.4,30day,RSVSymptoms&NewNormalProtocols2-0.6,78.14886140005615
MSV,,Active Cases,20,Clustering Coefficient,0.4,30,,78.26236997469785
,,Active Cases,50,Network Density,0.4,15day,MSVSymptoms-0.5,78.39267183300973
,,Active Cases,20,Clustering Coefficient,0.6,15day,RSVSymptoms&NewNormalProtocols2-0.6,78.46818679232645
,,Active Cases,20,Clustering Coefficient,0.4,30day,RSVSymptoms&NewNormalProtocols-0.5,78.570340174304
RSV,flu,Active Cases,50,,,,,78.57674670158923
,,Active Cases,15,Clustering Coefficient,0.4,30day,MSVSymptoms-0.5,78.58150595070758
,,Active Cases,7,Network Density,0.8,30day,MSVSymptoms&NewNormalProtocols-0.6,78.65631149845369
RSV,masks,Active Cases,50,,,,,78.71684244237042
MSV,,Active Cases,7,Network Density,0.8,30,,78.73591509699173
,,Active Cases,7,Network Density,0.6,15day,RSVSymptoms&NewNormalProtocols-0.5,78.76185060668163
,,Active Cases,15,Clustering Coefficient,0.5,30day,MSVSymptoms-0.5,78.82949582981907
,,Active Cases,15,Clustering Coefficient,0.4,30day,MSVSymptoms&NewNormalProtocols-0.6,78.87901120526926
,,Active Cases,15,Network Density,0.6,15day,RSVSymptoms&NewNormalProtocols2-0.6,78.8914770231741
,,Active Cases,7,Network Density,0.5,30day,MSVFaceWearing&Others-0.5,78.92350763752222
MSV,,Active Cases,7,Network Density,0.6,30,,78.9339868362302
RSV,,Active Cases,20,Clustering Coefficient,0.5,15,,79.13447759217135
RSV,,Active Cases,30,Clustering Coefficient,0.6,15,,79.20098067033105
,,Active Cases,7,Clustering Coefficient,0.4,30day,RSVFaceWearing&Others-0.5,79.22490863086861
RSV,social distancing,Active Cases,30,,,,,79.32744041545874
,,Active Cases,7,Clustering Coefficient,0.4,15day,MSVSymptoms-0.5,79.36052660964337
,,Active Cases,50,Network Density,0.6,15day,MSVSymptoms-0.5,79.49093954485569
,,Active Cases,20,Network Density,0.6,30day,RSVSymptoms&NewNormalProtocols-0.5,79.59120044981725
RSV,,Active Cases,20,Clustering Coefficient,0.6,30,,79.64901133914347
,,Active Cases,7,Network Density,0.5,30day,MSVSymptoms-0.5,79.70292849779776
MSV,,Active Cases,15,Clustering Coefficient,0.4,30,,79.7612759589145
,,Active Cases,15,Clustering Coefficient,0.6,30day,MSVSymptoms&NewNormalProtocols-0.6,79.76206541092677
,,Active Cases,30,Network Density,0.6,30day,MSVSymptoms-0.5,79.84373535751105
RSV,,Active Cases,15,Clustering Coefficient,0.5,30,,79.8480664105207
,,Active Cases,15,Clustering Coefficient,0.6,15day,RSVFaceWearing&Others-0.5,79.97778993679803
RSV,lagnat,Active Cases,15,,,,,80.00255704591501
,,Active Cases,7,Network Density,0.6,30day,MSVFaceWearing&Others-0.5,80.11259488332857
RSV,flu,Active Cases,30,,,,,80.1128406409446
MSV,,Active Cases,50,Clustering Coefficient,0.5,30,,80.14869836042371
,,Active Cases,15,Network Density,0.8,30day,MSVSymptoms-0.5,80.17697497891473
RSV,,Active Cases,20,Network Density,0.8,15,,80.34282906721899
,,Active Cases,15,Clustering Coefficient,0.6,15day,RSVSymptoms&NewNormalProtocols2-0.6,80.45697567947839
,,Active Cases,7,Clustering Coefficient,0.5,15day,RSVFaceWearing&Others-0.5,80.52198354384767
,,Active Cases,7,Clustering Coefficient,0.4,30day,RSVSymptoms&NewNormalProtocols1-0.6,80.63836097835254
,,Active Cases,20,Clustering Coefficient,0.5,30day,RSVFaceWearing&Others-0.5,80.6841439415237
,,Active Cases,30,Clustering Coefficient,0.5,30day,RSVSymptoms&NewNormalProtocols1-0.6,80.69647643144965
,,Active Cases,50,Clustering Coefficient,0.5,15day,MSVSymptoms&NewNormalProtocols-0.6,80.84024323712126
,,Active Cases,30,Clustering Coefficient,0.5,15day,RSVSymptoms&NewNormalProtocols-0.5,80.85964222703628
RSV,rashes,Active Cases,20,,,,,80.90777198272674
,,Active Cases,15,Network Density,0.6,30day,RSVSymptoms&NewNormalProtocols-0.5,80.9758176365851
,,Active Cases,30,Clustering Coefficient,0.4,15day,RSVSymptoms&NewNormalProtocols1-0.6,81.01451414788835
RSV,,Active Cases,30,Network Density,0.8,30,,81.16181707431343
,,Active Cases,7,Clustering Coefficient,0.4,30day,MSVFaceWearing&Others-0.5,81.16324618123885
,,Active Cases,7,Clustering Coefficient,0.5,15day,RSVSymptoms&NewNormalProtocols2-0.6,81.22704066820029
RSV,flu,Active Cases,20,,,,,81.34898954495748
,,Active Cases,50,Clustering Coefficient,0.5,15day,MSVFaceWearing&Others-0.5,81.35115126069205
RSV,headache,Active Cases,20,,,,,81.48579647136154
RSV,,Active Cases,15,Clustering Coefficient,0.6,30,,81.60185081060818
,,Active Cases,15,Clustering Coefficient,0.4,30day,RSVSymptoms&NewNormalProtocols-0.5,81.60819042264053
RSV,,Active Cases,15,Clustering Coefficient,0.5,15,,81.61771057496249
MSV,flu,Active Cases,50,,,,,81.70839935580825
,,Active Cases,20,Clustering Coefficient,0.4,15day,RSVSymptoms&NewNormalProtocols1-0.6,81.80932175000552
,,Active Cases,30,Network Density,0.4,15day,MSVFaceWearing&Others-0.5,81.82818560123897
RSV,ecq,Active Cases,30,,,,,81.88407917199078
RSV,flu,Active Cases,15,,,,,81.89471848855396
RSV,social distancing,Active Cases,20,,,,,82.24347727031858
,,Active Cases,50,Clustering Coefficient,0.5,30day,RSVSymptoms&NewNormalProtocols-0.5,82.30688314122374
,,Active Cases,30,Clustering Coefficient,0.5,15day,RSVSymptoms&NewNormalProtocols1-0.6,82.31318757397788
MSV,,Active Cases,50,Clustering Coefficient,0.6,30,,82.40404472162767
,,Active Cases,15,Clustering Coefficient,0.4,15day,RSVSymptoms&NewNormalProtocols1-0.6,82.53495097929739
,,Active Cases,20,Network Density,0.5,15day,MSVFaceWearing&Others-0.5,82.57270154639338
MSV,,Active Cases,7,Clustering Coefficient,0.4,30,,82.59259590564068
,,Active Cases,7,Network Density,0.6,30day,RSVSymptoms&NewNormalProtocols1-0.6,82.62213944335106
,,Active Cases,15,Clustering Coefficient,0.5,30day,RSVFaceWearing&Others-0.5,82.63208696467053
,,Active Cases,20,Network Density,0.6,30day,MSVSymptoms-0.5,82.74938306313074
RSV,flu,Active Cases,7,,,,,82.85577965440393
RSV,rashes,Active Cases,15,,,,,82.97188698130815
MSV,,Active Cases,30,Clustering Coefficient,0.5,30,,83.02890487091656
RSV,,Active Cases,15,Network Density,0.8,15,,83.0754133978223
,,Active Cases,30,Network Density,0.6,15day,MSVSymptoms-0.5,83.12417982446325
,,Active Cases,7,Clustering Coefficient,0.6,30day,MSVSymptoms&NewNormalProtocols-0.6,83.149892231281
,,Active Cases,7,Clustering Coefficient,0.4,30day,MSVSymptoms&NewNormalProtocols-0.6,83.19051635273165
,,Active Cases,20,Network Density,0.8,15day,MSVSymptoms&NewNormalProtocols-0.6,83.24955892534119
RSV,,Active Cases,20,Network Density,0.8,30,,83.29615312529276
RSV,,Active Cases,7,Clustering Coefficient,0.5,30,,83.38191203573545
,,Active Cases,30,Network Density,0.4,15day,MSVSymptoms-0.5,83.45318156891086
MSV,,Active Cases,50,Clustering Coefficient,0.5,15,,83.47273920279585
,,Active Cases,7,Network Density,0.6,15day,RSVSymptoms&NewNormalProtocols2-0.6,83.53407627427768
,,Active Cases,7,Network Density,0.6,30day,RSVSymptoms&NewNormalProtocols-0.5,83.67656733202135
MSV,,Active Cases,20,Clustering Coefficient,0.5,30,,83.71940687998556
,,Active Cases,7,Clustering Coefficient,0.4,30day,MSVSymptoms-0.5,83.76249648580263
,,Active Cases,20,Clustering Coefficient,0.5,30day,RSVSymptoms&NewNormalProtocols1-0.6,83.80181801143277
,,Active Cases,7,Network Density,0.4,15day,MSVSymptoms&NewNormalProtocols-0.6,83.90559108859279
MSV,,Active Cases,15,Clustering Coefficient,0.5,30,,83.95796780899592
RSV,Frontliners,Active Cases,7,,,,,84.12960765849199
,,Active Cases,7,Clustering Coefficient,0.5,30day,MSVSymptoms-0.5,84.24608284134565
,,Active Cases,15,Network Density,0.6,30day,MSVSymptoms-0.5,84.26999968762699
RSV,,Active Cases,15,Network Density,0.8,30,,84.31510636303992
RSV,social distancing,Active Cases,15,,,,,84.350594851773
MSV,,Active Cases,7,Clustering Coefficient,0.5,30,,84.50836187722206
MSV,,Active Cases,30,Network Density,0.8,15,,84.61147979474372
,,Active Cases,15,Network Density,0.5,15day,MSVFaceWearing&Others-0.5,84.6269640982774
RSV,,Active Cases,7,Clustering Coefficient,0.6,30,,84.70596476431447
,,Active Cases,7,Network Density,0.8,30day,MSVSymptoms-0.5,84.80765626464242
MSV,ecq,Active Cases,50,,,,,84.91767165451552
MSV,,Active Cases,30,Clustering Coefficient,0.6,30,,85.0195375029404
RSV,,Active Cases,20,Clustering Coefficient,0.6,15,,85.03202500405486
,,Active Cases,50,Clustering Coefficient,0.5,30day,MSVFaceWearing&Others-0.5,85.04413831880791
,,Active Cases,30,Clustering Coefficient,0.5,30day,MSVFaceWearing&Others-0.5,85.08017055571167
,,Active Cases,20,Clustering Coefficient,0.5,30day,MSVFaceWearing&Others-0.5,85.08017055571167
,,Active Cases,15,Clustering Coefficient,0.5,30day,MSVFaceWearing&Others-0.5,85.08017055571167
,,Active Cases,7,Clustering Coefficient,0.5,30day,MSVFaceWearing&Others-0.5,85.08017055571167
,,Active Cases,50,Clustering Coefficient,0.6,30day,RSVSymptoms&NewNormalProtocols1-0.6,85.13368006747245
RSV,headache,Active Cases,15,,,,,85.22525777675976
,,Active Cases,15,Clustering Coefficient,0.5,30day,RSVSymptoms&NewNormalProtocols1-0.6,85.36645581482517
MSV,,Active Cases,20,Clustering Coefficient,0.6,30,,85.48936991158561
RSV,ecq,Active Cases,20,,,,,85.53352628070951
RSV,,Active Cases,7,Clustering Coefficient,0.5,15,,85.54106548692809
MSV,,Active Cases,15,Clustering Coefficient,0.6,30,,85.71166608335768
,,Active Cases,30,Network Density,0.4,15day,RSVSymptoms&NewNormalProtocols-0.5,85.7328134421689
,,Active Cases,7,Clustering Coefficient,0.5,30day,RSVFaceWearing&Others-0.5,85.8185737044325
RSV,,Active Cases,7,Network Density,0.8,30,,85.83949489269975
,,Active Cases,20,Network Density,0.4,15day,MSVFaceWearing&Others-0.5,85.97426133952719
MSV,,Active Cases,7,Clustering Coefficient,0.6,30,,86.00615104068049
,,Active Cases,30,Clustering Coefficient,0.5,30day,RSVSymptoms&NewNormalProtocols-0.5,86.02957079936266
,,Active Cases,20,Network Density,0.6,15day,MSVSymptoms-0.5,86.1857851128926
,,Active Cases,20,Clustering Coefficient,0.5,15day,RSVSymptoms&NewNormalProtocols-0.5,86.20750161913493
,,Active Cases,20,Network Density,0.4,15day,MSVSymptoms-0.5,86.24161710004901
MSV,Quarantine,Active Cases,20,,,,,86.33776448613105
,,Active Cases,30,Clustering Coefficient,0.5,15day,MSVSymptoms&NewNormalProtocols-0.6,86.41038128631094
,,Active Cases,7,Clustering Coefficient,0.4,15day,RSVSymptoms&NewNormalProtocols1-0.6,86.43233133081706
,,Active Cases,7,Clustering Coefficient,0.6,15day,RSVSymptoms&NewNormalProtocols2-0.6,86.91377269580367
,,Active Cases,7,Network Density,0.6,30day,MSVSymptoms-0.5,86.94036016618253
,,Active Cases,7,Clustering Coefficient,0.6,15day,RSVFaceWearing&Others-0.5,87.10008486499767
,,Active Cases,30,Clustering Coefficient,0.6,30day,RSVSymptoms&NewNormalProtocols1-0.6,87.14333239621395
,,Active Cases,50,Network Density,0.8,30day,RSVSymptoms&NewNormalProtocols1-0.6,87.22369037578468
,,Active Cases,30,Clustering Coefficient,0.5,15day,MSVFaceWearing&Others-0.5,87.25414833508286
MSV,,Active Cases,30,Clustering Coefficient,0.5,15,,87.26760223715611
,,Active Cases,7,Clustering Coefficient,0.4,30day,RSVSymptoms&NewNormalProtocols-0.5,87.36007403242414
,,Active Cases,15,Network Density,0.6,15day,MSVSymptoms-0.5,87.36684458538967
RSV,lagnat,Active Cases,7,,,,,87.38547410016271
,,Active Cases,50,Network Density,0.4,15day,RSVSymptoms&NewNormalProtocols1-0.6,87.41985096515329
RSV,ecq,Active Cases,15,,,,,87.48719450477876
RSV,rashes,Active Cases,7,,,,,87.53133949318388
,,Active Cases,7,Clustering Coefficient,0.5,30day,RSVSymptoms&NewNormalProtocols1-0.6,87.84944709961574
MSV,,Active Cases,7,Clustering Coefficient,0.8,30,,87.90015931028013
MSV,,Active Cases,50,Clustering Coefficient,0.8,30,,87.90015931028013
MSV,,Active Cases,15,Clustering Coefficient,0.8,30,,87.90015931028013
MSV,,Active Cases,30,Clustering Coefficient,0.8,30,,87.90015931028013
MSV,,Active Cases,20,Clustering Coefficient,0.8,30,,87.90015931028013
MSV,cough,Active Cases,50,,,,,87.90043076306634
,,Active Cases,20,Clustering Coefficient,0.5,30day,RSVSymptoms&NewNormalProtocols-0.5,87.93411582794484
,,Active Cases,7,Network Density,0.5,15day,MSVFaceWearing&Others-0.5,87.95605843561252
,,Active Cases,20,Clustering Coefficient,0.6,30day,RSVSymptoms&NewNormalProtocols1-0.6,88.0490113391434
RSV,,Active Cases,7,Network Density,0.8,15,,88.08550786596442
,,Active Cases,20,Clustering Coefficient,0.5,15day,RSVSymptoms&NewNormalProtocols1-0.6,88.18931817674259
,,Active Cases,50,Clustering Coefficient,0.6,30day,RSVSymptoms&NewNormalProtocols-0.5,88.19351513447656
,,Active Cases,15,Clustering Coefficient,0.8,30day,MSVSymptoms-0.5,88.35273170274573
,,Active Cases,20,Clustering Coefficient,0.8,30day,MSVSymptoms-0.5,88.35273170274573
,,Active Cases,30,Clustering Coefficient,0.8,30day,MSVSymptoms-0.5,88.35273170274573
,,Active Cases,7,Clustering Coefficient,0.8,30day,MSVSymptoms-0.5,88.35273170274573
,,Active Cases,50,Clustering Coefficient,0.8,30day,MSVSymptoms-0.5,88.35273170274573
RSV,,Active Cases,15,Clustering Coefficient,0.6,15,,88.3869993999409
RSV,,Active Cases,50,Clustering Coefficient,0.8,30,,88.44283572298738
RSV,,Active Cases,30,Clustering Coefficient,0.8,30,,88.44283572298738
RSV,,Active Cases,20,Clustering Coefficient,0.8,30,,88.44283572298738
RSV,,Active Cases,15,Clustering Coefficient,0.8,30,,88.44283572298738
RSV,,Active Cases,7,Clustering Coefficient,0.8,30,,88.44283572298738
,,Active Cases,20,Clustering Coefficient,0.6,30day,MSVSymptoms-0.5,88.4439937346881
,,Active Cases,7,Clustering Coefficient,0.6,30day,MSVSymptoms-0.5,88.4439937346881
,,Active Cases,15,Clustering Coefficient,0.6,30day,MSVSymptoms-0.5,88.4439937346881
,,Active Cases,30,Clustering Coefficient,0.6,30day,MSVSymptoms-0.5,88.4439937346881
,,Active Cases,50,Clustering Coefficient,0.6,30day,MSVSymptoms-0.5,88.4439937346881
,,Active Cases,15,Network Density,0.8,15day,MSVSymptoms&NewNormalProtocols-0.6,88.45128079147774
,,Active Cases,15,Clustering Coefficient,0.6,30day,RSVSymptoms&NewNormalProtocols1-0.6,88.50185081060812
,,Active Cases,50,Network Density,0.6,15day,MSVFaceWearing&Others-0.5,88.51705116466034
,,Active Cases,50,Network Density,0.8,15day,MSVFaceWearing&Others-0.5,88.6189338276347
,,Active Cases,15,Network Density,0.4,15day,MSVFaceWearing&Others-0.5,88.63389500562062
,,Active Cases,15,Clustering Coefficient,0.5,15day,RSVSymptoms&NewNormalProtocols-0.5,88.67067579337605
RSV,social distancing,Active Cases,7,,,,,88.67470730223955
,,Active Cases,30,Clustering Coefficient,0.6,30day,RSVSymptoms&NewNormalProtocols-0.5,88.71412238777991
RSV,masks,Active Cases,30,,,,,88.71968467038573
,,Active Cases,50,Network Density,0.8,30day,RSVSymptoms&NewNormalProtocols-0.5,88.7314840845905
MSV,,Active Cases,20,Network Density,0.8,15,,88.74954346410688
,,Active Cases,20,Clustering Coefficient,0.5,15day,MSVSymptoms&NewNormalProtocols-0.6,88.8226943679631
,,Active Cases,15,Clustering Coefficient,0.5,30day,RSVSymptoms&NewNormalProtocols-0.5,88.88695529940955
,,Active Cases,20,Clustering Coefficient,0.6,30day,RSVSymptoms&NewNormalProtocols-0.5,88.89620466685405
,,Active Cases,15,Clustering Coefficient,0.6,30day,RSVSymptoms&NewNormalProtocols-0.5,88.98724580639112
,,Active Cases,30,Clustering Coefficient,0.8,30day,RSVSymptoms&NewNormalProtocols-0.5,89.08569286584463
,,Active Cases,20,Clustering Coefficient,0.8,30day,RSVSymptoms&NewNormalProtocols-0.5,89.08569286584463
,,Active Cases,15,Clustering Coefficient,0.8,30day,RSVSymptoms&NewNormalProtocols-0.5,89.08569286584463
,,Active Cases,7,Clustering Coefficient,0.8,30day,RSVSymptoms&NewNormalProtocols-0.5,89.08569286584463
,,Active Cases,50,Clustering Coefficient,0.8,30day,RSVSymptoms&NewNormalProtocols-0.5,89.08569286584463
,,Active Cases,7,Clustering Coefficient,0.6,30day,RSVSymptoms&NewNormalProtocols-0.5,89.11248242901317
MSV,,Active Cases,20,Clustering Coefficient,0.5,15,,89.13010910785435
,,Active Cases,15,Network Density,0.4,15day,MSVSymptoms-0.5,89.14908943827825
,,Active Cases,7,Clustering Coefficient,0.6,30day,RSVSymptoms&NewNormalProtocols1-0.6,89.20596476431443
,,Active Cases,50,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols2-0.6,89.45009714808937
,,Active Cases,50,Clustering Coefficient,0.5,15day,MSVSymptoms-0.5,89.4750362909532
,,Active Cases,20,Network Density,0.4,15day,RSVSymptoms&NewNormalProtocols-0.5,89.55268329722851
,,Active Cases,15,Clustering Coefficient,0.5,15day,MSVSymptoms&NewNormalProtocols-0.6,89.6149968574427
,,Active Cases,7,Network Density,0.6,15day,MSVSymptoms-0.5,89.84755566473845
MSV,,Active Cases,15,Clustering Coefficient,0.5,15,,90.00412325224276
,,Active Cases,15,Clustering Coefficient,0.5,15day,RSVSymptoms&NewNormalProtocols1-0.6,90.08104383947116
MSV,headache,Active Cases,30,,,,,90.3042295244282
,,Active Cases,50,Clustering Coefficient,0.6,15day,MSVSymptoms&NewNormalProtocols-0.6,90.3145077670609
,,Active Cases,7,Clustering Coefficient,0.5,30day,RSVSymptoms&NewNormalProtocols-0.5,90.37635648017988
MSV,,Active Cases,15,Network Density,0.8,15,,90.61283179379528
,,Active Cases,50,Network Density,0.8,15day,RSVFaceWearing&Others-0.5,91.04015454362724
,,Active Cases,30,Network Density,0.8,30day,RSVSymptoms&NewNormalProtocols-0.5,91.0417174272951
,,Active Cases,7,Clustering Coefficient,0.5,15day,MSVSymptoms&NewNormalProtocols-0.6,91.1642233417028
MSV,Quarantine,Active Cases,15,,,,,91.20333481785418
RSV,headache,Active Cases,7,,,,,91.3446678395282
,,Active Cases,20,Clustering Coefficient,0.5,15day,MSVFaceWearing&Others-0.5,91.3702235522701
MSV,,Active Cases,7,Clustering Coefficient,0.5,15,,91.42983821318188
,,Active Cases,15,Network Density,0.4,15day,RSVSymptoms&NewNormalProtocols-0.5,91.94794900283624
RSV,masks,Active Cases,20,,,,,92.03551051577044
RSV,Quarantine,Active Cases,50,,,,,92.12147594633988
MSV,fever,Active Cases,30,,,,,92.14687451183109
,,Active Cases,20,Network Density,0.8,30day,RSVSymptoms&NewNormalProtocols-0.5,92.17880236154056
