pca_group,metric_type,threshold,window,comparison,pearson_correlation,pearson_pvalue,r_squared,kendall_tau,kendall_pvalue,cohens_d,hodges_g
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.5,30day,Confirmed Cases,-0.13889027756378938,0.010692332275483355,0.019290509201746457,-0.042174346486906725,0.32659345212498514,1.396449130872138,1.3948900138670706
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.5,30day,Active Cases,-0.17551629953005732,0.001215450904266652,0.0308059714007248,-0.04425794446147304,0.30310935257473615,1.2363784385827437,1.2349980383908015
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.8,30day,Confirmed Cases,-0.20329983039211608,0.00017159468227680787,0.04133082103746316,-0.39086800670246624,1.4268987719401501e-18,1.4496671013868896,1.4480485672208454
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.8,30day,Active Cases,-0.24664555050182752,4.6062022078136235e-06,0.06083402758234955,-0.41695703229009706,6.274287701486785e-21,1.9509945986087829,1.948816338915509
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.6,30day,Confirmed Cases,-0.15649194194592247,0.003978011371740979,0.02448972789400597,-0.2830268737771841,1.336405308750918e-10,1.4253013219691502,1.423709991873911
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.6,30day,Active Cases,-0.19348861181897659,0.0003534546430015745,0.037437842903634604,-0.29773118491376943,1.3914258584221752e-11,1.5410581972013624,1.5393376260842786
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.4,30day,Confirmed Cases,-0.15675045669786536,0.003917654163144079,0.024570705674989365,0.0056092291087743015,0.8890358080782287,1.2903118848678312,1.2888712686956676
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.4,30day,Active Cases,-0.1711538130896109,0.0016127352753815061,0.02929362773511346,0.039375810872583614,0.3272121552930596,0.5810388752511885,0.5803901530235168
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.8,15day,Confirmed Cases,-0.20380705498644314,0.00011780478865279053,0.041537315662247054,-0.336376315877534,9.075938101393652e-15,1.4126369191624648,1.4111271540190777
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.8,15day,Active Cases,-0.2673850682548418,3.547750164372484e-07,0.07149477472564642,-0.3748662898277829,5.546383880383097e-18,1.8812667065958644,1.8792560902368378
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.5,15day,Confirmed Cases,-0.16934943236185615,0.0014274607174724853,0.02867923024128289,-0.11686471575627452,0.0036929187212568107,1.3029820489651796,1.3015894781967807
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.5,15day,Active Cases,-0.21010183680646022,7.11926771907958e-05,0.04414278182944844,-0.03202715839289091,0.4260762512811447,0.8369523371745854,0.8360578387736151
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.6,15day,Confirmed Cases,-0.20568422954523854,0.00010153644608628816,0.04230600228361838,-0.26714576637130316,2.640893466149443e-10,1.375504341201254,1.3740342617485986
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.6,15day,Active Cases,-0.28135212636140833,7.930989511603577e-08,0.07915901900808588,-0.27772387074797833,4.9987635795518166e-11,1.4185929134371853,1.4170767827851327
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.6,30day,Confirmed Cases,0.45844268582745035,6.456587133068664e-19,0.21016969618868633,0.2590853260772321,4.041453614210868e-09,1.4449451096946586,1.443331847569953
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.6,30day,Active Cases,0.4742107444409674,2.6821121234552972e-20,0.2248758301432565,0.29431575801003634,2.3172401060705812e-11,1.9220761255142482,1.9199301529141206
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.5,30day,Confirmed Cases,0.2375914149506967,1.0400144646958049e-05,0.056449680458274136,0.1185693656394331,0.0037283434787072057,1.389155189184872,1.3876042157693322
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.5,30day,Active Cases,0.33877571922261596,1.7050431135303194e-10,0.11476898793480073,0.23420862961825148,1.0002761952442872e-08,1.4572249236022263,1.4555979512275308
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.4,15day,Confirmed Cases,0.01604321523928723,0.7642182918080159,0.00025738475521409795,-0.00647949360266628,0.8618405168641168,0.5071608313845503,0.5066187998583109
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.4,15day,Active Cases,0.00040934024944370984,0.9938941785119154,1.675594398146386e-07,0.010241496668158646,0.7831860713116574,-3.2499240693981344,-3.2464506913403524
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.6,15day,Confirmed Cases,-0.009388151504570768,0.8606752281953592,8.813738867277437e-05,-0.058936360541553205,0.13071230550053,1.3091614544462284,1.307762279396945
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.6,15day,Active Cases,-0.02889206045981941,0.5890261474829057,0.0008347511576138601,-0.06749793021501052,0.08337361238213237,1.0789104419471247,1.077757349205464
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.5,15day,Confirmed Cases,-0.0548875752533786,0.3044705749986723,0.0030126459171952984,-0.06422760777820653,0.08746302267923736,1.0646083817501866,1.0634705744308952
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.5,15day,Active Cases,-0.05558859853615138,0.2983263125845229,0.0030900922872134115,-0.04588786902393204,0.22194193158999098,-0.43701397769943034,-0.43654691609162904
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.8,15day,Confirmed Cases,-0.09561077059193193,0.0732062335536285,0.009141419453183036,-0.05601288111424535,0.19951571920557254,1.415700459923558,1.414187420600519
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.8,15day,Active Cases,-0.06606245827597683,0.21631587567763166,0.004364248393465179,-0.03476132350121231,0.42576676824547044,1.9125739745602683,1.9105298983494807
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.4,30day,Confirmed Cases,-0.04827663972845349,0.3769858067264481,0.0023306339434708938,-0.08755359076888806,0.022883198661124985,1.1887301496463327,1.1874029481394703
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.4,30day,Active Cases,0.06579922903466967,0.22830709576702723,0.0043295385415569165,0.021285481035027212,0.5800239690756079,0.09462029803665589,0.09451465572399866
RSVSymptoms&NewNormalProtocols2-0.6,Clustering Coefficient,0.4,15day,Confirmed Cases,-0.05713631060379975,0.2850549030140529,0.0032645579894138798,-0.039031853011807116,0.28755316439913237,1.1760615677498536,1.174804644093548
RSVSymptoms&NewNormalProtocols2-0.6,Clustering Coefficient,0.4,15day,Active Cases,-0.07207826342119543,0.17725555262963544,0.005195276057815239,-0.025184365126428174,0.4924377327124274,0.19676287423742558,0.1965525826012616
RSVSymptoms&NewNormalProtocols2-0.6,Clustering Coefficient,0.5,30day,Confirmed Cases,0.09437138380667412,0.08365637902712411,0.008905958081586594,0.11376041542324865,0.010687566762452683,1.4561774461309631,1.4545516432510253
RSVSymptoms&NewNormalProtocols2-0.6,Clustering Coefficient,0.5,30day,Active Cases,0.15142149655046439,0.005344857630385175,0.022928469617582298,0.14517115714917714,0.001119529898852312,2.0200523760688514,2.0177970142794184
RSVSymptoms&NewNormalProtocols2-0.6,Clustering Coefficient,0.4,30day,Confirmed Cases,-0.05009862446964592,0.35922271319775234,0.002509872173750605,-0.04581019101504686,0.27829588259628846,1.4412473299553574,1.4396381963528766
RSVSymptoms&NewNormalProtocols2-0.6,Clustering Coefficient,0.4,30day,Active Cases,0.09134568300878804,0.0941001400909448,0.008344033804341988,0.0644933810363745,0.12681150030989763,1.89976609514271,1.8976450313967375
RSVSymptoms&NewNormalProtocols2-0.6,Clustering Coefficient,0.6,15day,Confirmed Cases,0.15115988561036792,0.00447931574069585,0.022849311017739512,0.048874676056131376,0.26171370333189314,1.4171020801295444,1.4155875428155478
RSVSymptoms&NewNormalProtocols2-0.6,Clustering Coefficient,0.6,15day,Active Cases,0.17101355139120594,0.0012781334582671405,0.029245634759432634,0.05422712325402958,0.21287738920720367,1.92533396948624,1.9232762559456418
RSVSymptoms&NewNormalProtocols2-0.6,Clustering Coefficient,0.5,15day,Confirmed Cases,-0.04630566975132956,0.38641015962726666,0.0021442150511191975,-0.06802328522649218,0.09104995115401507,1.3911345718550783,1.3896477874890059
RSVSymptoms&NewNormalProtocols2-0.6,Clustering Coefficient,0.5,15day,Active Cases,-0.05865958288942776,0.2723870246903573,0.003440946664761646,-0.0524557250335028,0.19237234337776532,1.7120920881445447,1.7102622782890287
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.4,30day,Confirmed Cases,-0.20300083068954555,0.00017162237916579494,0.04120933726064554,-0.2594762216901743,1.148709052792544e-11,1.1547776997806296,1.1534922329534156
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.4,30day,Active Cases,-0.1242405893252305,0.022340292787105455,0.015435724035880578,-0.16562362865158556,1.4696615120620208e-05,-0.0757666056947217,-0.07568226438968119
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.6,15day,Confirmed Cases,-0.06102388507886396,0.25349489235741895,0.003723914550118395,-0.08577785866139075,0.027605523566294934,1.3048462127228666,1.3034516496169997
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.6,15day,Active Cases,-0.10206119057000052,0.05574487286171593,0.010416486620565962,-0.07921172155313973,0.041858553484198695,1.0289259727514257,1.0278263012451008
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.5,15day,Confirmed Cases,-0.11754041883083235,0.027449981239188292,0.01381575005892749,-0.14667037683447287,9.010060548030943e-05,1.0656888278242778,1.0645498657710277
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.5,15day,Active Cases,-0.17232029793552162,0.0011710908428516694,0.029694285080586934,-0.16582679030315672,9.477057701490947e-06,-0.4156110869616746,-0.4151668998363148
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.8,15day,Confirmed Cases,-0.024018633663078066,0.6533656960142983,0.0005768947630411469,-0.07028622424848913,0.10695953369659914,1.415693976781154,1.4141809443870166
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.8,15day,Active Cases,-0.06294077042527496,0.2388598568991854,0.003961540581727167,-0.09774011374069431,0.024933066911520543,1.912126567650324,1.9100829696086599
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.4,15day,Confirmed Cases,-0.049916237745249184,0.35042630700796923,0.0024916307906402394,-0.1605274335703886,1.4599648563474765e-05,0.5205695039368669,0.520013141802271
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.4,15day,Active Cases,-0.12116037951668608,0.022998101677467582,0.014679837564627405,-0.15580530888538802,2.5697909433722944e-05,-3.0083975449712854,-3.005182299999816
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.6,30day,Confirmed Cases,-0.007515993974835079,0.8905012929426455,5.649016542975722e-05,-0.03978115956251747,0.3537896240747881,1.4205384193291881,1.4189571149662985
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.6,30day,Active Cases,0.060486942990842785,0.26745823551231823,0.003658670272377465,-0.008941494377600267,0.8348513946682852,1.726202463175082,1.7242809019915848
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.8,30day,Confirmed Cases,0.08995050240541674,0.09875045353170986,0.008091092882986883,0.05438555607775617,0.22226480359009393,1.4533548876879563,1.4517370529335727
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.8,30day,Active Cases,0.17734105851652798,0.0010592853856126834,0.0314498510357626,0.06230029164751719,0.16193611541115926,2.0111168876636003,2.008878167566016
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.5,30day,Confirmed Cases,-0.1092932294419432,0.04465322087460185,0.011945010001849238,-0.12391006209465426,0.0018938587375669695,1.354977468972788,1.353469145259646
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.5,30day,Active Cases,0.007742445150418754,0.8872238188013093,5.994545690724289e-05,-0.04690314522006567,0.2395083428281911,1.173818814167238,1.1725121512943246
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.6,30day,Confirmed Cases,-0.052355667722000176,0.3372365508921609,0.002741115942616491,0.017902634161863846,0.6869012449433467,1.4538724240824479,1.4522540132207606
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.6,30day,Active Cases,-0.05029606895493785,0.35661202448761364,0.002529694552319863,0.009261858472124218,0.8347692157186155,2.0160487045724738,2.0138044945117253
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.5,30day,Confirmed Cases,-0.08358229935470622,0.12511972647644878,0.006986000765419724,-0.007882815140345664,0.8574820598642211,1.4486249735368957,1.4470124039930699
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.5,30day,Active Cases,-0.0010704352331650097,0.984357028298886,1.1458315884010285e-06,0.0643021451569784,0.14282777501807434,1.9710057180702858,1.9688116486253098
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.4,15day,Confirmed Cases,-0.10909625047097987,0.04079020920990291,0.011901991866826776,-0.14661881161104645,6.261352303882826e-05,1.1768780214341943,1.1756202251875598
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.4,15day,Active Cases,-0.1647058660342101,0.0019328230739495433,0.027128022306079167,-0.13406136377449251,0.0002510615550047811,0.20186451676974457,0.20164877271904658
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.6,15day,Confirmed Cases,-0.0893665814672012,0.09412020502424108,0.007986385883133908,-0.09527116120844921,0.027637216968711593,1.41566790946567,1.4141549049311501
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.6,15day,Active Cases,-0.13921069310874312,0.008915429146045675,0.01937961707581666,-0.12581787029739308,0.00361944541517148,1.9117513123893164,1.909708115404219
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.5,15day,Confirmed Cases,-0.15347684553646815,0.003897283571587694,0.023555142115824903,-0.13291430486778394,0.0011045229054540487,1.3940705661583361,1.3925806439287405
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.5,15day,Active Cases,-0.20144734449912546,0.00014173309468745957,0.040581032605749336,-0.13719491999965314,0.0007552794095525736,1.7273031368762612,1.7254570701108074
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.4,30day,Confirmed Cases,-0.23876945660223017,9.087747261964663e-06,0.05701085340612428,-0.2327664617736293,1.644766540683086e-08,1.423496952394499,1.4219123546738373
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.4,30day,Active Cases,-0.21031229207765978,9.784251404075006e-05,0.04423126019895888,-0.14588895161479865,0.0004006824460679609,1.7373858074472974,1.7354517972720316
